,business_id,id,rating,time_created
26,RjELMSrh2DuTBJQ4YpzXUA,FPqYjfE1QIdxVuqGYMvCtw,5,2021-11-01 18:17:18
27,RjELMSrh2DuTBJQ4YpzXUA,kKsh0321qF5A6ZhT2o3lbw,4,2021-03-27 17:33:04
28,RjELMSrh2DuTBJQ4YpzXUA,AYZD4lVNpnqsFSSVvTR2Ng,2,2020-10-03 14:14:26
29,OXdKUXoDnjLGpNW9Go1e8A,qKLSP2uWBGa7AGXJTDmfIg,4,2010-12-28 06:14:53
30,OXdKUXoDnjLGpNW9Go1e8A,G6AoohpkekSVfmcjheFUKA,4,2012-04-20 06:18:38
31,OXdKUXoDnjLGpNW9Go1e8A,n4KxxVwNrVqSHDmMgjWRWQ,5,2013-08-22 17:40:38
32,21FAnridQkQCJMM_PfyfcA,KgJD7wCScurmYer7v8WpEg,5,2021-09-12 19:37:40
33,21FAnridQkQCJMM_PfyfcA,IrqJMYDMGnu3Ta1YsTi8yg,5,2021-10-01 08:42:11
34,21FAnridQkQCJMM_PfyfcA,HJN3ITASZFaL0i37whHP0A,3,2020-02-25 16:48:02
35,GKBnR6Si2s87FvH016q-tw,UwdnWtTKgh6cq6zN-5LNwg,4,2021-06-20 15:05:11
36,GKBnR6Si2s87FvH016q-tw,QBg6gN5XoHDjrMvNonqXMg,4,2021-01-29 20:44:34
37,GKBnR6Si2s87FvH016q-tw,FJkQVir2yh6cdOhESKpyzg,1,2021-09-20 07:39:56
38,ebZiNQBDyYyU1cPxGV98IA,uArkfz6Ag7rV4zHLpLLYGg,5,2021-06-19 16:54:26
39,ebZiNQBDyYyU1cPxGV98IA,-Rz3gpQA2AL3xzhX6SEHZg,4,2021-04-25 17:55:56
40,ebZiNQBDyYyU1cPxGV98IA,pFR3y58tcCPdPydq2Xy7BQ,1,2020-05-16 13:24:10
41,rl7ePwiaEkP_NvvUtPvJWw,PC31dzrLNG1gyAs0rFQM5w,5,2021-08-07 13:41:00
42,rl7ePwiaEkP_NvvUtPvJWw,zo5dleSAKBdEZ4MhitZodQ,4,2021-06-21 15:27:40
43,rl7ePwiaEkP_NvvUtPvJWw,guGbUM_jy7C8f_tO02Q1Xw,5,2021-08-15 13:50:38
44,Mv3B5QYkiizu8bxLDYlWXA,SlibAWR3188Qjxk2j25KPA,5,2012-12-27 17:35:49
45,Mv3B5QYkiizu8bxLDYlWXA,extJ_SaPhmJA08bVO0t2qQ,3,2013-09-21 13:54:18
46,Mv3B5QYkiizu8bxLDYlWXA,ZL7B_jBJhaJxnq_LinrQUw,4,2011-11-06 05:46:52
47,_pJ4hkjBXWmkbuXApO449Q,G5RNSY7shae5sXF80Q0AjA,4,2015-11-23 11:26:30
48,_pJ4hkjBXWmkbuXApO449Q,qx7BAGScyndSPQZPCR38Eg,1,2015-08-19 07:46:16
49,_pJ4hkjBXWmkbuXApO449Q,O2ABU6NBmsiNLaLHKJ-YSw,1,2015-03-15 15:26:23
50,8B2wBX9qUsG_MlFE5D-cRA,CB4YR9NhyJ9P_bbCJhyvzQ,1,2016-05-14 15:54:34
51,wmqOVHiPQdudLrVfCoo7DA,z_PVYUew1ikZIyP0ldR-Fg,3,2014-08-08 19:35:34
52,wmqOVHiPQdudLrVfCoo7DA,ys5lm6PdQZnwqp-YV8ztpQ,5,2013-09-10 06:01:50
53,wmqOVHiPQdudLrVfCoo7DA,6ghYc92qGxvfNy3HPFFOlA,1,2013-10-12 19:59:37
54,xrhet2jpWESz_f2dTbEJpA,DYIek1P3K66pzKeupHNlsg,4,2021-12-06 18:45:05
55,xrhet2jpWESz_f2dTbEJpA,LVB7_NnmKoQGZuG_ObA1wg,1,2021-08-13 09:12:02
56,xrhet2jpWESz_f2dTbEJpA,48lljEz43JYfn4nhdhFh-g,4,2020-11-19 18:13:50
57,SjpKnniYeACoNeHSaKeJ1Q,wLpF-3N8BDO45gfswWPPaQ,3,2013-12-17 16:15:02
58,SjpKnniYeACoNeHSaKeJ1Q,PNd71QD9uFyfFIfINL91HA,3,2010-12-06 10:40:14
59,SjpKnniYeACoNeHSaKeJ1Q,54YIDc7ISApoQYVSc0RZjA,5,2011-03-01 18:07:18
60,CxA7husNEjhF0YGovG-uIw,UR-LNYW-G4ZcEPXnfrXCag,3,2010-05-10 08:56:28
61,CxA7husNEjhF0YGovG-uIw,gze3L1SfRti9tiO5e8ymgQ,3,2010-08-28 10:50:08
62,CxA7husNEjhF0YGovG-uIw,uNur7k95Y5h6n1PuBDlarw,3,2007-05-08 11:46:10
63,bMv3-DWg_8Y0aXOnheekQw,pbDUd4d5_3kU8mcaj0Y-Xw,5,2017-01-28 17:04:50
64,bMv3-DWg_8Y0aXOnheekQw,9geHaVn3sWHPTcaarzGpHA,1,2020-05-24 19:30:36
65,bMv3-DWg_8Y0aXOnheekQw,FOu0cd8kAi6ai3FqW5SsCA,4,2016-10-07 15:25:43
66,zHsdkSpYuiRRcq7LnZ5vmg,03DF9jpVdaRL-eo0KaWFVA,4,2021-06-29 07:50:08
67,zHsdkSpYuiRRcq7LnZ5vmg,S2y-B1LISPD7m6nzrSUC4Q,5,2021-11-30 10:25:13
68,zHsdkSpYuiRRcq7LnZ5vmg,X7CNDShn0cZ8TRbSiRV3nA,3,2021-05-27 00:49:13
69,m8zIvVtYGlkJWNz6JJoN7A,eexjQZTB_vJTscVSZ-mCbQ,5,2021-10-28 13:47:45
70,m8zIvVtYGlkJWNz6JJoN7A,RmlVRZH70lWoxQS9AOI_bQ,1,2021-06-18 08:17:04
71,m8zIvVtYGlkJWNz6JJoN7A,BaI_LI4Xbou8mWIH5rzqIA,1,2021-10-24 12:49:38
72,c9IrcAq0Dg4HIZ3nusTt5w,WH0N7p6kG0D-OXGHGmA2hQ,5,2020-12-29 18:19:35
73,c9IrcAq0Dg4HIZ3nusTt5w,RSRS6wa9MVwsD24_Px4vrw,5,2020-12-07 19:43:25
74,c9IrcAq0Dg4HIZ3nusTt5w,KhIHMuzRB5Q8KOqjWZ8SGQ,5,2021-02-27 14:19:53
75,pocvXbwcdfPFF3RB5949uQ,3rWO4PaQ96k7c19c9XSTwQ,5,2021-10-24 16:05:01
76,pocvXbwcdfPFF3RB5949uQ,3hW80zLWe1EF6RUWps4quQ,5,2021-06-18 13:32:06
77,pocvXbwcdfPFF3RB5949uQ,LF37Dj6LNYaMXa516CuQtg,4,2021-04-19 17:16:29
78,cALEi15f7yEoM4yeNgx2Sg,EXyKtmhEa4zsPg4GOBcsBg,4,2015-11-06 13:29:46
79,cALEi15f7yEoM4yeNgx2Sg,Ozid4wHRBRQBXZI9xAtCjw,4,2015-10-22 08:50:12
80,cALEi15f7yEoM4yeNgx2Sg,twZis4BdYMlyQqshTfeBYQ,3,2015-07-15 05:25:04
81,cDzDmJqIg72_rv1s4rCe8A,BYeUyH_bC63UmHw191LIeg,5,2020-05-30 08:59:52
82,cDzDmJqIg72_rv1s4rCe8A,eeVwtre58nx_mdOOuisv6A,5,2020-02-26 17:17:46
83,cDzDmJqIg72_rv1s4rCe8A,6KlJNjDJjTbIYI2yrpFFmw,5,2018-09-12 16:29:32
84,bPn0HoMB_v1oaJalaAVIGw,RdH0U4lPIn9xJc2WySYIhw,4,2013-01-05 06:51:13
85,bPn0HoMB_v1oaJalaAVIGw,Z0XkRguQGTJd1k7CdegZ3A,5,2013-07-01 20:12:42
86,bPn0HoMB_v1oaJalaAVIGw,PtofmssaeA3bJtsUzUqMNg,5,2013-09-27 17:07:21
87,87EfTBDNptxEkxUN0q0g3g,fvNcglBzN41Xbs25_eWSKA,1,2018-03-17 08:21:35
88,87EfTBDNptxEkxUN0q0g3g,GzTaBOV6n8Ky6oBPxhaRPA,1,2019-09-16 07:39:47
89,87EfTBDNptxEkxUN0q0g3g,2nvhDhYd0GigVM3znV98fQ,1,2019-02-24 00:46:39
90,vvuvA7jNX-XwxDZTpVMgTg,hcVKAC_ff1ceC-FcDnzj1w,4,2021-08-10 04:02:19
91,vvuvA7jNX-XwxDZTpVMgTg,VVlQPSLL1wPlOsIG3fYQ2A,2,2021-08-01 12:28:08
92,vvuvA7jNX-XwxDZTpVMgTg,KDp5keAqxOo43CR3cZyAvQ,3,2021-06-28 10:50:08
93,xNe_zxW9hAagLyYWboXaPQ,NYuPDlA3tdilBp44FcibFg,5,2021-12-02 06:46:36
94,xNe_zxW9hAagLyYWboXaPQ,7SdWavTtQjRQ7PAm0gBnLA,4,2021-11-02 05:10:18
95,xNe_zxW9hAagLyYWboXaPQ,za5Sj7xpEhjw6g3DzRWmeA,2,2021-10-16 14:23:23
96,mykuQmE9FFRFrXxK4cJzmA,3VjxS9Jm4RfYHzFTLx3-fQ,4,2012-08-10 10:23:19
97,mykuQmE9FFRFrXxK4cJzmA,tu9f0_cVRVFVjtwaJM3ecQ,2,2014-09-06 05:10:29
98,mykuQmE9FFRFrXxK4cJzmA,baV6eTs8FxFjtXpB4G28LA,3,2014-09-05 15:34:25
99,3_rtnuDvcobJRkiCdGBm3Q,hjbijVX5W4uzo6iBJkRNVA,4,2014-07-24 12:07:25
100,3_rtnuDvcobJRkiCdGBm3Q,MenNZRAiL1N4eL-yBKTlzQ,3,2014-10-10 17:51:16
101,3_rtnuDvcobJRkiCdGBm3Q,xYYc6BZ06a0qi-z-zkUUFw,2,2014-08-01 14:42:09
102,vkLwsTeB2Ptbp5jnaRfYgg,iVaXevsVyAg9QiswOPoY8g,4,2014-05-31 16:14:02
103,vkLwsTeB2Ptbp5jnaRfYgg,60P-xDHMe5Xxgxh1sUvqYw,3,2012-03-26 10:46:03
104,vkLwsTeB2Ptbp5jnaRfYgg,4rHXTw_zsmq5EmRyN6osLw,2,2011-12-03 18:06:44
105,taJIv-3okWm4HTsQWt22Ig,EqbWEj8_z8GyqEMZ7PUyVg,5,2018-05-24 18:36:27
106,taJIv-3okWm4HTsQWt22Ig,cs64ECPRhFw5D9fAGv4zpA,2,2020-11-22 17:08:01
107,taJIv-3okWm4HTsQWt22Ig,PV-yMDlPTxsRzDN4X7i-5g,4,2019-04-06 12:12:05
108,zRNNizEDGTgSbOGzi-kg5A,ahgJRbIYyNl0MZ6EVQ0_bA,4,2021-09-18 05:45:48
109,zRNNizEDGTgSbOGzi-kg5A,4FijUIy8fDjhNOCZBYPP9Q,4,2021-10-25 01:49:41
110,zRNNizEDGTgSbOGzi-kg5A,y-vESpdH10YC8z3HPyPC-w,5,2021-03-22 04:02:22
111,Xm_-56cOcl5bDqzQipQR-w,Ru2jCIs1vtoTSr4Vg_mVDA,4,2021-09-12 09:47:10
112,Xm_-56cOcl5bDqzQipQR-w,jWw1mQ91QKhNvXfmjJ_RPQ,1,2021-06-16 17:39:13
113,Xm_-56cOcl5bDqzQipQR-w,FZ5u_wfsB8qNEnORkoTbfg,2,2021-11-05 17:45:55
114,C9Swy4r-SjlRwWFIuv0vxA,skPYvjrf7RTas5qzTpIyeQ,1,2021-06-07 09:42:43
115,C9Swy4r-SjlRwWFIuv0vxA,X5sxATOvB9FIw-1iCcZAoQ,1,2020-01-22 16:58:29
116,C9Swy4r-SjlRwWFIuv0vxA,9AQZ70icu__KUFZv_41Jhw,1,2019-05-08 09:47:00
117,zUdYemRlTndI2v8oebMMZw,T6zRWKqO9xuQrdnhxsvJng,4,2018-03-30 14:11:18
118,zUdYemRlTndI2v8oebMMZw,kmrnVBqElOPjXCjf6ouz2A,1,2017-11-05 09:45:56
119,zUdYemRlTndI2v8oebMMZw,aNfcTn8DCQRgL9HCXi52QQ,2,2017-08-24 09:02:17
120,M2tsnxFL_3qVWaslfe9SaA,Is0RZ6-B9WBRolC2CLflxw,4,2021-06-28 17:25:59
121,M2tsnxFL_3qVWaslfe9SaA,w48GyUdTnJakBsnyLluHYQ,2,2021-02-27 14:07:13
122,M2tsnxFL_3qVWaslfe9SaA,LrNnZuSN_kRFvVqvPiEKyA,2,2021-08-28 12:20:56
123,OGRbg94Zu0FNkAHoUOfJ9w,r17KiaSEa3Uj3TGBs7P64Q,2,2011-09-27 09:26:14
124,Vm3eljEdMR496sEJxPMZ0A,zTUvCWLVFeB2cTiBJKVwnA,4,2016-01-06 12:22:21
125,Vm3eljEdMR496sEJxPMZ0A,EqCUbWFexciagngoBMNG2Q,3,2014-11-23 18:53:41
126,Vm3eljEdMR496sEJxPMZ0A,cSpMl6C7w9yE5vyTHEEb1A,5,2016-03-30 09:22:17
127,6c906sDbaOVpDgxOBZ-9yw,hxJZSa8V6WQTba584dmsJA,5,2021-06-05 19:17:34
128,6c906sDbaOVpDgxOBZ-9yw,XCCdf3EK2sR7pV3lHQ4vWw,1,2021-10-05 17:23:14
129,6c906sDbaOVpDgxOBZ-9yw,tzd34vqFT4TT5DveAehzLQ,3,2020-01-19 14:02:27
130,-nwutjiZsQvv4cZkt1Jg9w,I2O6fkpBqsrD84OA1R__gQ,5,2021-12-13 10:29:12
131,-nwutjiZsQvv4cZkt1Jg9w,fD62T6EVxDXyiqa98goHpQ,5,2021-12-04 05:49:55
132,-nwutjiZsQvv4cZkt1Jg9w,6zOChuIoS8JF98VyxUMuCQ,5,2021-07-18 10:22:21
133,tKGEJyftZXdhWQMpUjUBrQ,g-jPFSrQG04dfgbjfzjubQ,5,2021-05-20 18:48:26
134,tKGEJyftZXdhWQMpUjUBrQ,QsHFLPbw11F0TlvzTVDKag,5,2019-10-17 08:09:28
135,tKGEJyftZXdhWQMpUjUBrQ,iQhqWT30pMCf25J3l2t7mg,1,2020-12-01 12:33:47
136,wT4uo_LGVdplmGO5sw7bAA,zQ6Q0sBjHeY9PoJ3PqxhCA,3,2017-11-05 05:49:47
137,wT4uo_LGVdplmGO5sw7bAA,yqdGihkCQQAh-rPNBezGyQ,3,2017-07-14 05:04:22
138,wT4uo_LGVdplmGO5sw7bAA,CeBAMsw_ibG00wjZDfzUBQ,4,2017-08-02 22:26:40
139,8q6Zw1w5pAcW37hLzBUR7A,3r4K0RiHk0Y01rmNFHuPgw,1,2013-05-27 08:56:53
140,8q6Zw1w5pAcW37hLzBUR7A,pv60FhPs9ae4_Rfnrx98hw,1,2012-12-16 08:14:42
141,wOMYi5o__2kTCRLlGeDWYQ,W3rro6euzBWNA_REL4KPkQ,5,2021-06-24 06:23:28
142,wOMYi5o__2kTCRLlGeDWYQ,FHCYlbNrpVlK2wynCCVbpA,1,2020-08-29 20:02:41
143,wOMYi5o__2kTCRLlGeDWYQ,koMY5F_zRQquvNB9zTZ5kQ,1,2018-12-31 12:29:33
144,g24Z82C66TpFdREDsr_2tw,pzmVukNxFCnJqDzGgb3XRg,5,2020-02-03 16:16:01
145,g24Z82C66TpFdREDsr_2tw,_Qo3f-9mldqSe1yqEFefSA,3,2020-02-16 16:01:28
146,g24Z82C66TpFdREDsr_2tw,msm6ShkM9bFJzdEh_nzg9A,2,2020-02-29 11:11:04
147,khcvXcrDB5F2dVmlc9pC6Q,VAWQVZsypNqMPZSadCrRvw,4,2019-03-18 13:32:56
148,khcvXcrDB5F2dVmlc9pC6Q,-ezadTdp3i8pIqBgB1CJPw,1,2019-10-19 09:58:41
149,khcvXcrDB5F2dVmlc9pC6Q,Uueg9se3END0hihvkEYZPg,1,2019-08-05 08:14:32
150,ubVzwn-N9Mr63orzi0zLKA,DoP_Ml9YszL_YWCyH5VnsQ,2,2020-02-19 18:20:25
151,ubVzwn-N9Mr63orzi0zLKA,W19epjpbkrEcMUO8R7SAFQ,5,2018-07-26 19:53:13
152,ubVzwn-N9Mr63orzi0zLKA,W6yPQTLpiUr2tBfr35BLIg,1,2016-08-04 08:18:51
153,aLQtg_L1ea52bHo6WE62Xg,_5qmsrx4q59brsZCj_CB5w,4,2015-04-24 11:44:21
154,aLQtg_L1ea52bHo6WE62Xg,8PJX_yoaHdeGufqa5nregQ,4,2014-03-28 19:17:32
155,aLQtg_L1ea52bHo6WE62Xg,z_r5D5Pey3lPZDNKQU9Y3w,3,2015-10-05 19:15:30
156,z7YgpYhaSLuoc3MH2yeecg,CkYBVL879oJ-pufKmgIZwA,1,2021-10-07 15:32:05
157,z7YgpYhaSLuoc3MH2yeecg,5H4ZIKoGGTv5U9C3s2lofA,3,2016-12-23 07:59:43
158,rdXRgTIKiHgTrMxO8TGY1w,yJqN-c8lcYqw3uUJeCyDcw,5,2021-09-04 17:34:05
159,rdXRgTIKiHgTrMxO8TGY1w,YE7bYkK0PVhHOx58evJwWQ,5,2021-12-06 14:35:43
160,rdXRgTIKiHgTrMxO8TGY1w,XGn42qPIt1XzfPgV0-odYQ,5,2021-12-09 10:34:11
161,3l-gn2KV1VZIXKQjHutPWw,oMN7E5jZ6jhUVzEIQ3wEnw,4,2013-03-20 17:51:27
162,3l-gn2KV1VZIXKQjHutPWw,NGpiRXvC45nEGSP_gbTHzA,4,2009-09-15 20:55:56
163,3l-gn2KV1VZIXKQjHutPWw,SLKH65eHZF7mdgLBSRXY8A,5,2014-12-11 19:10:42
164,OrVzt-tR-kOBowaDbq0AkA,-eenvJkHq2-3Zkj1nuub8w,4,2021-11-12 06:19:01
165,OrVzt-tR-kOBowaDbq0AkA,olkh_HBN6_jDieaI4ZrDDw,5,2021-07-22 16:40:02
166,OrVzt-tR-kOBowaDbq0AkA,IaTI8HkOx0HLkhf8pNkMfA,4,2021-08-01 11:40:12
167,IYWtt-jYUSXV3GcNlijHPQ,QQqIxmi1zM57hpOlrxM0_Q,5,2021-06-15 06:25:39
168,IYWtt-jYUSXV3GcNlijHPQ,Acx_k8qc6XzeyY42lAJYtQ,4,2021-10-01 04:55:00
169,IYWtt-jYUSXV3GcNlijHPQ,eQ79i8wsLmR4aF1RGS9C5Q,5,2021-04-10 10:12:58
170,x4WlDV_eFETrDD6lMojTDg,-V-EN1IBhZ00_O-_KyaLeQ,1,2021-10-08 03:53:10
171,x4WlDV_eFETrDD6lMojTDg,HOpijBuqQqSTTaYmYNTd5A,1,2021-08-22 13:55:25
172,x4WlDV_eFETrDD6lMojTDg,0qc-y0eXfgE8CmCmXTeDIA,4,2020-10-02 20:16:22
173,GFc4sD9wMPyln2wg77172Q,Max7yEm1jCYvbDqhYy2STA,2,2020-07-17 11:31:18
174,GFc4sD9wMPyln2wg77172Q,mc-hXlL3TqSCvMLSJlln9g,1,2021-10-28 15:54:03
175,GFc4sD9wMPyln2wg77172Q,HLzICk6TluxA55b4Fxtg9w,1,2021-08-27 07:02:21
176,tUAC5OGmN6brmc1UikKCJQ,_XlnVZdrrGjHQfU9xznprQ,5,2017-05-13 19:28:57
177,tUAC5OGmN6brmc1UikKCJQ,Z8aonlksmRkgwfKxaVfOSA,4,2017-12-24 00:38:21
178,tUAC5OGmN6brmc1UikKCJQ,jqPhAqo-jMI-j1Rt1j79vg,1,2018-01-25 20:01:06
179,0dGWKKknDHUMqtB7xI9GWQ,ySC8ZkEfLMt_hWQQ483Syg,5,2021-09-25 19:53:27
180,0dGWKKknDHUMqtB7xI9GWQ,rlXa46xz_Wf-p7asGr-E1g,4,2021-09-12 08:07:26
181,0dGWKKknDHUMqtB7xI9GWQ,kCz7jTe-rSPCmA-HicgSIQ,5,2021-12-04 16:40:08
182,NlZcrwJ2AzKofQlnvg0EsA,vtLVHTBvYe_b4LQZjjF4wg,4,2021-01-17 08:02:33
183,NlZcrwJ2AzKofQlnvg0EsA,KukJpYNajYlbwz6FbuK5vw,3,2021-10-23 07:54:37
184,NlZcrwJ2AzKofQlnvg0EsA,0YdtnF4EvZtNRdbuc17WUg,1,2021-11-03 16:45:32
185,dtErLUgVzBGEiYgR4ISn-Q,MnLHG9fzTk3O6yE4JiL-DA,4,2020-01-17 02:10:06
186,dtErLUgVzBGEiYgR4ISn-Q,OA74cY6SCKL64gjri2POJQ,2,2019-09-16 02:59:12
187,dtErLUgVzBGEiYgR4ISn-Q,7YBmkNGRMzKABmkkoU9EKg,2,2015-11-03 18:53:19
188,9Y30QMmNeRFY3PPRb-d-Ag,YZfcifOxNEFD6y-rU6ZuiA,4,2021-06-27 06:36:29
189,9Y30QMmNeRFY3PPRb-d-Ag,NrNyk2ibIqBSBplSGw7K4Q,2,2021-07-01 19:30:42
190,9Y30QMmNeRFY3PPRb-d-Ag,gi2gPubnJ0f35KbzFwKh3w,3,2020-11-20 20:04:56
191,sYsPi3bXAOoXpN3VHrN1KQ,z_Kbj109_bIL3V6Ok5bFZQ,4,2016-04-18 10:11:59
192,sYsPi3bXAOoXpN3VHrN1KQ,0JvAZgBEoeiK_C4LhNeefg,1,2016-12-23 07:50:48
193,sYsPi3bXAOoXpN3VHrN1KQ,jCoZrV4-ttldbwUhwnPx0A,4,2015-07-24 14:04:18
194,jElsPRVIb6DAx8O59id4RQ,l578UZwWQb2gMLqFLwhaJw,3,2017-09-06 20:54:58
195,jElsPRVIb6DAx8O59id4RQ,spKKx2UgnTIpsdCFddcqXQ,2,2017-03-12 16:29:59
196,jElsPRVIb6DAx8O59id4RQ,atlHSkmNi5WdN3Wdy1KS2g,5,2017-06-28 13:55:50
197,5eCtiCMPj-JTZ2_yt6KPkg,DYCnp8Sn6basIRqicCIx4Q,5,2018-03-01 12:23:10
198,5eCtiCMPj-JTZ2_yt6KPkg,3ypb2xi5F1Uc9wfLzlBpUQ,3,2018-02-18 16:27:51
199,5eCtiCMPj-JTZ2_yt6KPkg,lQX2cL5Qux2YZkGi4mDwjw,1,2018-05-01 13:07:39
200,qT2y1Y9ij-YBVJ_dWFlpRQ,yrSFXfqAhFszlaijnGl6Pw,2,2011-09-26 07:00:16
201,qT2y1Y9ij-YBVJ_dWFlpRQ,g8_rSeKUbGvYCq8oVicIUw,5,2010-12-15 08:48:27
202,qT2y1Y9ij-YBVJ_dWFlpRQ,3CyM_uMeK4hwK7g2EZlB4A,5,2010-06-13 15:14:22
203,umlaKA5Sza0-SBpp1Zn-Cw,YQSCqG2bVbbJYmOJDs1f6g,4,2019-11-23 12:19:48
204,umlaKA5Sza0-SBpp1Zn-Cw,irE7LVHKvVqkx135FgPkhg,3,2021-08-25 06:34:02
205,umlaKA5Sza0-SBpp1Zn-Cw,UySMmrr1RYJ2wrXE9-HVqg,3,2020-10-30 13:23:13
206,RbNJalvQHkToblGzJE9ocg,D-vhJSTmC5PbCnBCZ0cocQ,4,2021-11-18 13:00:45
207,RbNJalvQHkToblGzJE9ocg,dVGlWy_VZxOX6h6n4uNnjA,4,2020-09-16 16:28:44
208,RbNJalvQHkToblGzJE9ocg,XV_caIUcfJ1M4Jz1pZ3ANw,3,2020-08-11 14:27:31
209,WsJRhkwLxoS2xg4s5gDbWw,pDGzbSvHbGR0_djzp_NAYw,5,2021-12-03 16:18:52
210,WsJRhkwLxoS2xg4s5gDbWw,Yj6xkMJ_B2CElzfsz_bVxg,1,2021-10-29 04:19:10
211,WsJRhkwLxoS2xg4s5gDbWw,9KcVCRrtxYltWHR5F0Ik3Q,1,2021-07-29 12:10:43
212,GdWMtucd6h6iN5HM3LfeOQ,49WODAau3OG7y4SDVOF3nQ,4,2018-06-19 07:02:55
213,GdWMtucd6h6iN5HM3LfeOQ,4LaCD8GX-gVLc2K13sSdTg,1,2021-10-26 06:55:13
214,GdWMtucd6h6iN5HM3LfeOQ,98rTNKNo-VqycZAApTaCeA,5,2020-11-05 17:45:04
215,23gdZE-xrOaCsBwm-klFtw,CImkWNMBMs81MIkZadHl8A,4,2014-11-03 13:22:10
216,23gdZE-xrOaCsBwm-klFtw,j8c1j0wOLZra9KtO1WDE1g,1,2019-12-24 05:37:14
217,23gdZE-xrOaCsBwm-klFtw,xjWPN8UIT3aiprC7zkLz9Q,5,2020-12-13 17:00:43
218,yhJ9z_7XrnTi9ZNaDn6QKw,s0wdxSAzewCiknXJxfnnYg,5,2021-06-29 12:19:51
219,yhJ9z_7XrnTi9ZNaDn6QKw,GHZ8lZQa0YXYuiBFyq7q5A,1,2021-11-27 11:32:23
220,yhJ9z_7XrnTi9ZNaDn6QKw,UuqsEaxY0vEG4pdfLN4ojg,5,2021-04-18 16:54:54
221,R_TrWHifTVBFuOPSNvdK5Q,1czZOgT0huUa2w6JrKD_wg,4,2021-08-07 17:20:46
222,R_TrWHifTVBFuOPSNvdK5Q,LnV3M3kIffdtS47Jh-Ij2A,1,2021-10-31 15:17:05
223,R_TrWHifTVBFuOPSNvdK5Q,pFP9BoUryZaZAZ07_VooTw,2,2021-06-20 12:10:24
224,Jhi-NUpZL8v9qL5e5Pznig,Zhy9XyWhKQXmaJDgAdDnhg,5,2021-06-29 14:39:13
225,Jhi-NUpZL8v9qL5e5Pznig,EW4UAusbYyWvy6AbbNYSlA,1,2021-08-30 09:04:29
